MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"C5161029","Park Place Discovery 739+101Sqft Balcony,Unobstructed South View,Bright 1Br+Den(Approx 80Sqft).Inc 6 Appliances&1Locker.Soaker In Bath,Granite Countertop In Kitchen.1 Yr New Laminate Floor Throughout.Amenities Inc Exercise Rm,Guest Suites,Indoor Pool,Children Playground,Multi Purpose Indoor Court.24Hr Concierge**** EXTRAS **** Shuttle Bus To Subway Station&Shopping.Walking Dist To Ikea,Canadian Tire,Spacious 739Sqft.Den Big Enough For Many Uses.Lbx In Stairwell For Easy Showing. (28120076)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre","#803 -19 SINGER CRT|Toronto, Ontario M2K0B2","-79.3697728","43.769027","M2K0B2","Bayview Village","$565,000 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,901.06",,
"W5160831","!!! Yes Its Is Priced Right !!! Wow This Is A Must See, An Absolute Show Stopper! Priced To Sell Immediately!! Mattamy's Saturday! Boutique Condo Located Inside Downsview Park! Big 2 Bedroom 2 Bath Unit. Modern Kitchen W/S.S. Appliances, & Quartz Counters!! Enjoy Amenities Including Full Size Gym, Fitness Rm W/ Yoga Studio, Party Rm (Indoor/Outdoor), Bbq, Area, Pet Wash Area& 24 Hour Concierge.**** EXTRAS **** Walk Out The Door To Enjoy The Massive Downsview Park, Subway Station & Local Amenities Are Steps Away. Includes: Fridge, Stove, D/W, Stackable W/D, 1 Locker + 1 Underground Parking Spot. Choose Your Own Finishes + Upgrades ($5000 Credit) (28119193)","2","2",,"Apartment","Storage - Locker","#923 -50 GEORGE BUTCHARD DR|Toronto, Ontario M3K2C5","-79.4826475","43.7358394","M3K2C5","Downsview-Roding-CFB","$599,999 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$0",,"https://cdn.realtor.ca/listing/TS637518598499570000/reb82/highres/1/w5160831_1.jpg"
"C5160181","Beautifully Renovated!! Bright And Spacious 1 Bedroom + Den Apartment, 2 Bath, Open Concept, 10Ft Ceilings. Lots Of Natural Light. , Large Master Bed With 4Pc Ensuite. Fantastic Kitchen Layout With Breakfast Bar, Granite Counters, Subway Tile Backsplash And Chef's Pantry. Lv Rm With Potlights And Fireplace. Close To Shopping, Easy Access To Ttc And Dvp. Steps To The Coming Crosstown Transit, Real Canadian Superstore, Sunnybrook, Parks And Trails**** EXTRAS **** Fridge, Stove, Washer, Dryer, B/I Dishwasher Excluded: Curtains In Master Bed And Livingroom Window To Be Replaced (28117136)","2","1 + 1",,"Apartment","Storage - Locker, Party Room, Security/Concierge, Recreation Centre","#1004 -797 DON MILLS RD|Toronto, Ontario M3C1V1","-79.3376194","43.7194368","M3C1V1","Flemingdon Park","$499,999 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,661.18",,"https://cdn.realtor.ca/listing/TS637518244306500000/reb82/highres/1/c5160181_1.jpg"
"W5160323","This Is An Assignment Sale. Best Location Located Right Beside Downsview Park, Great Opportunity For Investor & 1st Time Home Buyers. Close To Major Highways (401,407&400),10 Mins From York Dale Shopping Center, With Access To Different Means Of Transportation. Ttc Subway About 1 Km, The Balcony Has A Cn Tower View, Close To York University . Lease During Occupancy.**** EXTRAS **** Stove, Fridge, Dishwasher, Washer, Dryer, Kitchen Backsplash, 1 Parking, 1Locker. Close To All The Amenities. (28117500)","1","1 + 1",,"Apartment","Storage - Locker","60 GEORGE BUTCHART DR|Toronto, Ontario M3K2C5","-79.4826475","43.7358394","M3K2C5","Downsview-Roding-CFB","$584,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$0",,"https://cdn.realtor.ca/listing/TS637518246630770000/reb82/highres/3/w5160323_1.jpg"
"W5160232","Welcome To This Gorgeous 2Br Penthouse Unit Located In High Demand Area. $$$$ Spent On Upgrades,German Laminate Flooring, Ceramic Tiles, Modern Kitchen, New Cabinets, Ss Appliances, Custom Granite Counter & Backsplash, B/I Dishwasher, Smooth Ceiling, Crown Molding, Led Pot Lights, New Bathroom, 3D Tiles, Custom Built Closets/W Organizer In Both Bedrooms. Ensuite Laundry. Steps To Ttc, Subway Stn, York Uni, Major Hwys...You Must See This Unit.**** EXTRAS **** Ss Double Door Fridge W/Water Dispenser, B/I Hood And Microwave, B/I Dishwasher, Cooktop, B/I Oven. Front Load Washer & Dryer, White Fridge In Laundry. All Elfs, All Window Coverings Excl Living Room Curtain. (28117386)","1","2",,"Apartment","Storage - Locker, Exercise Centre, Recreation Centre","#1107 -25 FOUR WINDS DR|Toronto, Ontario M3J1K8","-79.4962766","43.7642145","M3J1K8","York University Heights","$499,000 ","Single Family","1","Condominium/Strata",,,,"Radiant heat (Natural gas)",,"Park, Public Transit, Schools","$1,079.46",,"https://cdn.realtor.ca/listing/TS637518246586430000/reb82/highres/2/w5160232_1.jpg"
"W5160121","Luxury Living At Its Finest - Spacious 685 Sqft Condo W/A Modern Unique Layout Overlooking Quiet Courtyard Facing West. Stay Connected With Sheppard West Subway Across Street. Minutes From Yorkdale, York University, Downsview Park, Go, Ttc, 401, 407, 25 Min Downtown Toronto. 1 Bdrm + Den, Ideal For Office Or 2nd Bdrm. Modern Kit W/Stainless Steel Appliances, Granite Countertop, Backsplash, Ensuite Laundry, 1 Parking + Visitor's Parking In Garage.**** EXTRAS **** Elf,Fridge,Stove,Dishwasher,Microwave/Hood,Washer,Dryer,Amaazing Amenities,Indoor Pool,Sauna W/Whirlpool,Party Room,Theatre/ Media Room,Gym,Golf Simulator,24Hr Conceirge. (28117253)","1","1 + 1",,"Apartment","Security/Concierge, Exercise Centre","#401 -1060 SHEPPARD AVE|Toronto, Ontario M3J0G7","-79.4640453","43.7504713","M3J0G7","York University Heights","$555,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,967.02",,"https://cdn.realtor.ca/listing/TS637518403211030000/reb82/highres/1/w5160121_1.jpg"
"W5160060","Boutique Condo Located Inside Downsview Park! Beautiful Big 2 Bedroom 2 Bath Unit With Huge Terrace. Modern Kitchen W/S.S. Appliances, & Quartz Counters. Includes 1 Underground Parking Spot & 1 Locker. Huge Terrace That Faces Courtwyard. Walk In Closet, Kitchen Island And Beautiful Quartz Counter Tops Through Out! Enjoy Amenities Including Full Size Gym, Fitness Rm W/ Yoga Studio, Party Rm (Indoor/Outdoor), Bbq, Area, Pet Wash Area& 24 Hour Concierge.**** EXTRAS **** Assignment Sale That Require Only 5% Due Immediately In Deposits!! This Investment Opportunity Will Not Last Long. Unit Faces Into A Beautiful Courtyard & Has A 165 Sqft Terrace! (28115841)","2","2",,"Apartment","Storage - Locker","#119 -50 DOWNSVIEW PARK BLVD|Toronto, Ontario M3K2C5","-79.4827742","43.7367279","M3K2C5","Downsview-Roding-CFB","$599,990 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$0",,"https://cdn.realtor.ca/listing/TS637520156272200000/reb82/highres/0/w5160060_1.jpg"
"C5159205","*Concord Park Place* Bright & Spacious, 688 Sf Corner 1+Den! Nw View From Balcony & Bedroom. Modern Kitchen Featuring Granite Countertop & Huge Centre Island. Convenient Location, Easy Access To Leslie Subway Station & Go Train, Hwys 401 & 404. Close To Malls, Restaurants, & Shops. Great Facilities: Indoor Pool, Exercise Room, Theatre Room, Basketball / Badminton Court, 24-Hr Concierge, Etc.**** EXTRAS **** Stainless Steel Appliances: Fridge, Stove, Hood Fan, Microwave, & B/I Dishwasher. Combination Washer & Dryer. All Elfs, All Window Coverings. Appliances Are As-Is. Freshly Painted. One Seller Is Rrea. (28113103)","1","1 + 1",,"Apartment","Security/Concierge, Exercise Centre","#717 -19 SINGER CRT|Toronto, Ontario M2K0B2","-79.3697728","43.769027","M2K0B2","Bayview Village","$559,800 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit","$1,763.13",,"https://cdn.realtor.ca/listing/TS637517634519370000/reb82/highres/5/c5159205_1.jpg"
"W5158956","Mattamy's Saturday! Boutique Condo Located Inside Downsview Park! Beautiful 1 Bedroom +Den 1 Bath Unit. Modern Kitchen W/S.S. Appliances, & Quartz Counters. With Big Size Balcony This Is A Lifestyle!! Enjoy Amenities Including Full Size Gym, Fitness Rm W/ Yoga Studio, Party Rm (Indoor/Outdoor), Bbq, Area, Pet Wash Area& 24 Hour Concierge.**** EXTRAS **** Walk Out The Door To Enjoy The Massive Downsview Park, Subway Station & Local Amenities Are Steps Away. Includes: Fridge, Stove, D/W, Stackable W/D, 1 Locker + 1 Underground Parking Spot. (28113229)","1","1 + 1",,"Apartment","Storage - Locker","50 GEORGE BUTCHART DR|Toronto, Ontario M3K2C5","-79.4826475","43.7358394","M3K2C5","Downsview-Roding-CFB","$559,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$0",,"https://cdn.realtor.ca/listing/TS637517638424500000/reb82/highres/6/w5158956_1.jpg"
"C5159124","Welcome Home To This Bright, Light & Airy Contemporary Condo At The Shops Of Don Mills. The Versatile Open Floor Plan Has A Great W F H Space. Extra Large Balcony Provides A Relaxing Retreat. Streamlined Kitchen With Quartz Counters & Stainless Steel Appliances. Locker Included. Enjoy The Convenience Of Walking To Nearby Shopping, Restaurants & Entertainment! Super Friendly Building (Dog-Friendly,Too!) Enjoy The Gym, Party Room, Roof Top Terrace With Bbq's**** EXTRAS **** Stainless Steel Miele: Fridge, Oven & Built-In Dishwasher. Miele Cook Top, Ss Panasonic Microwave. Blomberg Washer & Dryer. Closet Dresser. Nest Thermostat. All Elfs. All Window Coverings. Parking $180/Mth Rental (28113003)","1","1 + 1",,"Apartment","Storage - Locker","#222 -99 THE DONWAY|Toronto, Ontario M3C0G8","-79.3467757","43.7338891","M3C0G8","Banbury-Don Mills","$544,700 ","Single Family","1","Condominium/Strata",,,,"Forced air",,"Hospital, Park, Public Transit, Schools","$1,979.02",,"https://cdn.realtor.ca/listing/TS637517634469570000/reb82/highres/4/c5159124_1.jpg"
"C5158666","Gorgeous Suite, Merci Parisian Condos, Located At One Of The Most Desirable Locations, Across From Bayview Village And All Amenities, Easy Quick Access To Hwy 401 & 404, Steps To The Ttc Subway, Close To Ymca, One Of The Best Views From The Building, Stainless Steel Appliances, Den Being Used As Second Bedroom. View 3Dvirtual Tour**** EXTRAS **** Stainless Steel Fridge, Stove, Dishwasher, Microwave Oven, Washer & Dryer, One Locker And One Exclusive Parking. Buyer Or Buyer's Agent To Verify Maintenance Fees, Property Taxes & All Measurements (28109989)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre","#509 -27 REAN DR|Toronto, Ontario M2K0A6","-79.3822617","43.7677469","M2K0A6","Bayview Village","$499,999 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$1,871.08",,"https://cdn.realtor.ca/listing/TS637517386868900000/reb82/highres/6/c5158666_1.jpg"
"W5156954","Low Rise Condo In One Of Toronto's Nice Neighborhoods With Access To All Amenities. Large Master Bedroom With 4Pc Ensuite. Great Layout,Open Concept Living Space And Split 2 Bedroom, 2 Bathroom, The 1st Floor Subject Unit Is Tucked Away From The Lobby Area. Very Quiet And Private. 24 Hrs Lawrence / Keele Bus Service Direct To Subway.**** EXTRAS **** Fridge, Stove, Washer & Dryer, Light Fixtures,Window Covering Locker #6. Surface Parking Owned .  Close To Highway 401, 400 & Yorkdale. Walk To Walmart, Metro, Bank, Pharmacies, And All Amenities. Ensuite Laundry. 9Ft Ceiling (28105278)","2","2",,"Apartment","Storage - Locker, Party Room, Exercise Centre","#107 -1415 LAWRENCE AVE|Toronto, Ontario M6L1A9","-79.4786708","43.7080725","M6L1A9","Brookhaven-Amesbury","$474,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$1,403.31",,"https://cdn.realtor.ca/listing/TS637516778457870000/reb82/highres/4/w5156954_1.jpg"
"C5156824","Spacious, Bright 2 Bedroom Condo With Ensuite Laundry. Large Balcony With Unobstructed View. Freshly Painted,Lots Of Storage.Situated In The High Demand Don Mills & Sheppard Area. Walking Distance To The Subway & Fairview Mall; Shopping, Great Schools & Restaurants. Easy Access To Hwys 401, 404, Dvp, Hospital & Seneca Collage. Amenities Include, Outdoor Pool, Gym, Sauna, Tennis Court & Ample Visitor Parking.**** EXTRAS **** Ensuite Laundry, All Existing Appliances, All Utilities Included In Maintenance Fee: Heat, Water, Hydro & Cable. One   Exclusive Underground Parking. Buyer Can Easily Convert Laundry Space  Into 2 Piece Bathroom. (28104573)","1","2",,"Apartment","Sauna, Exercise Centre","#1604 -10 PARKWAY FOREST DR|Toronto, Ontario M2J1L3","-79.3458505","43.7695412","M2J1L3","Henry Farm","$459,900 ","Single Family","1","Condominium/Strata",,,,"Hot water radiator heat (Natural gas)",,,"$1,421",,"https://cdn.realtor.ca/listing/TS637516774678500000/reb82/highres/4/c5156824_1.jpg"
"W5157507","Beautiful 2 Bedrooms,Kitchen With Granite Counter Top,New Stove ,New Fridge,New Range Hood Kitchen ,Newer Bath, New Vinyl  Flooring ,Open Concept Dining Room O/Looks Large Living Room With Large Picture Window And Walk Out To A Large Balcony.Building Offer Great Amenities : Pool,Rec Room,Security System . Steps To Ttc, Close To Schools And Other Facilities.**** EXTRAS **** Fridge, Stove, Washer & Dryer, All Electric Light Fixtures And Window Coverings (28105991)","2","2",,"Apartment",,"#1005 -10 MARTHA EATON WAY|Toronto, Ontario M6M5B3","-79.4900299","43.6972689","M6M5B3","Brookhaven-Amesbury","$439,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$940",,"https://cdn.realtor.ca/listing/TS637516779856600000/reb82/highres/7/w5157507_1.jpg"
"C5157629","Victoria Village Condo Living At It's Best. 2 Bedrooms Plus Den. 2 Bathrooms (4 Piece & 3 Piece) With Walk Out To Balcony. Open Concept Living Room/Dining Room. Den Can Be Used As A Third Bedroom. Great Building& Location W Easy Ttc Access & Eglinton Crosstown Coming Soon! Granite Counter Top. Locker. Parking And Balcony. Concierge. Close To Dvp & Shopping.**** EXTRAS **** Fridge, Stove, B/I Dishwasher, Washer, Dryer And All Electric Light Fixtures. Some Of The Rooms (Pictures) Have Been Virtually Staged. (28105483)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre, Recreation Centre","#218 -1730 EGLINTON AVE E|Toronto, Ontario M4A1J7","-79.309893","43.7258281","M4A1J7","Victoria Village","$499,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$1,769.13",,"https://cdn.realtor.ca/listing/TS637516828672430000/reb82/highres/9/c5157629_1.jpg"
"C5157536","Spacious 3 Bedroom, 2 Bath, Sunfilled Penthouse Corner Unit. Large Family Sized Kitchen, 2 Balconies, Ttc Right Infront Of The Building, 10 Mint Walk To Yorkdale Mall. Wifi Included With Maintenance Fees**** EXTRAS **** Fridge, Stove, Dishwasher, Microwave, Washer And Dryer And All Elf's. (28105381)","2","3",,"Apartment","Storage - Locker, Party Room, Exercise Centre","#PH2 -150 NEPTUNE DR|Toronto, Ontario M6A2Y9","-79.4419516","43.7297622","M6A2Y9","Englemount-Lawrence","$579,000 ","Single Family","1","Condominium/Strata",,,,,,"Hospital, Public Transit, Schools","$1,367",,"https://cdn.realtor.ca/listing/TS637516852244100000/reb82/highres/6/c5157536_1.jpg"
"W5156182","Location! Location! At Lawrence And Keele. Spacious And Very Well Maintained 2 Bedrooms And 2 Full Baths. South Views. Ttc Straight To York University And Humber Hospital. Steps To Walmart, 3 Banks Minutes Away To Amesbury Community Centre,  Basketball Courts, Tennis Courts, Playground, Library, And 401 Highway.**** EXTRAS **** Electric Light Fixtures, Refrigerator, Stove, Dishwasher, Washer And Dryer, Window Coverings (Except Dining Room), One Owned Inside Parking Spot And 1 Locker. (28101327)","2","2",,"Apartment","Storage - Locker, Party Room, Exercise Centre","Address not available","-79.4786708","43.7080725","M6L1A9","Brookhaven-Amesbury","$550,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Public Transit","$1,799.11",,"https://cdn.realtor.ca/listing/TS637516525876070000/reb82/highres/2/w5156182_1.jpg"
"C5156083","Welcome To This Stunning One Bedroom + Den W/Parking Condo Unit A Has Great Open Concept Layout Featuring 9"""" Ceilings, W/O To Balcony, Fabulous Modern Kitchen, Stainless Steel Appliances & Lots Of Cabinets. The Master Bedroom Has Spacious Closet. This Superb Location Brims Within Step To Shopping, Dining, Entertainment, Schools, Parks, Ttc Subway. Close To Highways Dvp And 401.**** EXTRAS **** Elfs, Fridge, Stove, Clothes Washer And Dryer, Dishwasher , B/I Microwave , Window Coverings Parking. Amenities Inc: Concierge, Gym, Indoor Pool, Party/Meeting Room, 4th Floor Outdoor Terrace, Pets Allowed (28099299)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#2508 -56 FOREST MANOR RD|Toronto, Ontario M2J0E5","-79.3450628","43.7733449","M2J0E5","Henry Farm","$599,999 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,982",,"https://cdn.realtor.ca/listing/TS637516020712600000/reb82/highres/3/c5156083_1.jpg"
"C5156102","S/E Quiet Corner Unit With Unobstructed View Of The Avondale Park And Downtown Toronto (Cn Tower Views). Preferred Split-Bedroom Layout. 2 Large Brs & 2 Full Bathrooms. Freshly Painted Throughout. Excellent Location. Steps To 2-Line Subway & Ttc. Close To 401 & Supermarkets, Restaurants, Banks & Shopping On Yonge. All Utilities Included In Low Maintenance Fee. Well-Managed Bldg W/Fabulous Amenities.**** EXTRAS **** Fridge, Stove, Washer, Dryer, B/I Dishwasher, B/I Microwave, Elfs, Window Coverings. One Parking And One Locker Included. (28099321)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre, Recreation Centre","#1508 -18 HARRISON GARDEN BLVD|Toronto, Ontario M2N7J7","-79.409243","43.7574594","M2N7J7","Willowdale East","$599,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,326.85",,"https://cdn.realtor.ca/listing/TS637516020723200000/reb82/highres/2/c5156102_1.jpg"
"C5153986","Very Spacious Unit, Laminated Flooring 1 Bedroom Plus Good Sized Studio/Den (8' By 6'11') Plus 2 Full Washroom, Den Can Be 2nd Bedroom , 6 Appliances, Unbeatable Location, South-West Exposure, Steps To Bayview Subway Station, Bayview Village , 1 Block To 401,**** EXTRAS **** Fridge, Stove, Dishwasher, Washer/Dryer, 1 Parking, (28090968)","2","1 + 1",,"Apartment",,"#416 -19 BARBERRY PL|Toronto, Ontario M2K3E3","-79.3847874","43.7660907","M2K3E3","Bayview Village","$599,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$1,887.07",,"https://cdn.realtor.ca/listing/TS637515141533870000/reb82/highres/6/c5153986_1.jpg"
"C5153826","Freshly Painted, Bright Unit With An Unobstructed West View. Den With Frosted Sliding Door Can Be Used As 2nd Bedroom. A Large Balcony. Mins To Hwy 404/401, Don Mills Subway Station, Ttc At Doorstep, Fairview Mall, Schools, Community Centre, Supermarket And Restaurants At Walking Distance.**** EXTRAS **** All Electrical Light Fixtures, S/S Fridge, Stove, Microwave, Range Hood, Built-In Dishwasher, White Stacked Front Load Washer & Dryer. Locker Included. No Parking (Could Rent Directly If Available) (28090606)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre","#217 -52 FOREST MANOR RD|Toronto, Ontario M2J0E2","-79.3459039","43.7728519","M2J0E2","Henry Farm","$544,900 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,721.15",,"https://cdn.realtor.ca/listing/TS637523698643470000/reb86/highres/6/c5153826_1.jpg"
"C5153790","Great Location Don't Miss This Opportunity! Beautiful Layout 2 Br With Den,1 Wr,Parking,Locker & All Utilities Are Inclusive In The Maintenance,Close To Toronto Downtown, Dvp, Ttc,Shopping, Future Lrt.Agakhan Museum & Park,Place Of Worship,Schools Within Walking Distance.**** EXTRAS **** Existing Fridge,Stove,Dishwasher,All Elf's, (28090731)","1","2",,"Apartment","Storage - Locker, Party Room, Sauna, Security/Concierge, Exercise Centre","#2403 -715 DON MILLS RD|Toronto, Ontario M3C1S4","-79.3337295","43.7107761","M3C1S4","Flemingdon Park","$489,000 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,"Park, Public Transit, Schools","$1,175.42",,"https://cdn.realtor.ca/listing/TS637515141474430000/reb82/highres/0/c5153790_1.jpg"
"W5153611","Gorgeous 1 Bedroom Plus Den W/Many Upgrades Located In The Heart Of North York Downsview Surround By All Your Amenities Public Transit,Shopping,Schools,Hwy 401 & 400,New Humber River Hospital. Close To Yorkdale Mall, Place Of Worship,Library,Banks,Restaurants Much More! This Features 9' Ceiling, Pot Lights, Kitchen Backsplash, Granite Coutertops, Laminate Flring,Lrg Laundry Area, Ensuite, S/S Appliances, Great View Facing South! Rooftop Garden W/Bbq Stations**** EXTRAS **** S/S Fridge, S/S Stove, S/S Dishwasher, S/S Microwave Hood, All Elfs, Window Coverings, Washer & Dryer. 1 Parking & 1 Locker. (28089189)","1","1 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Exercise Centre","#811 -2800 KEELE ST|Toronto, Ontario M3M2G4","-79.483615","43.7285244","M3M2G4","Downsview-Roding-CFB","$589,800 ","Single Family","1","Condominium/Strata",,,,"Heat Pump (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,100",,"https://cdn.realtor.ca/listing/TS637515078065630000/reb82/highres/1/w5153611_1.jpg"
"W5153495","Excellent Location! Luxury Condo In The Centre Of Toronto, Close To Downsview Subway & Shappard Wubway Station, 2 Bdr 2 Bth, Cozy Open Concept, Desirable Area For Investment. 24Hr Concierge Security, Offers Many Amenities, Pool, Gym, Theatre, Hwy 401 & 400, York U And Supermarkets. Quick Access To Down Town, Yorkdale Shop Mall, Downsview Park.**** EXTRAS **** Fridge, Stove, Built-In Microwave, Built- In Dishwasher, Washer And Dryer. Stacked Washer And Dryer. (28089039)","2","2",,"Apartment","Storage - Locker, Party Room, Security/Concierge, Exercise Centre","#1310 -10 DE BOERS DR|Toronto, Ontario M3J0L6","-79.464256","43.751978","M3J0L6","York University Heights","$599,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit, Schools","$0",,"https://cdn.realtor.ca/listing/TS637515009197070000/reb82/highres/5/w5153495_1.jpg"
"C5152680","Sun Filled Large Corner Unit, Eat In Kitchen, 2 Balconies, Spectacular Views, 3 Great Size Bedrooms, Public Transit Stop Right In Front Of The Building-10 Min Walk To Yorkdale Shopping Centre . Shabbat Elevator. High Speed Internet Included In Maintenance Fees. No Dogs Allowed.**** EXTRAS **** Refrigerator, Stove, Dishwasher, Washing Machine, Dryer, All Electric Light Fixtures, Roller Shades In Living And Dinning Room. All Appliances As Is. Refrigerator Is 4 Years Old. (28085711)","2","3",,"Apartment","Storage - Locker, Exercise Centre","#705 -150 NEPTUNE DR|Toronto, Ontario M6A2Y9","-79.4419516","43.7297622","M6A2Y9","Englemount-Lawrence","$579,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,346.34",,"https://cdn.realtor.ca/listing/TS637523755426830000/reb82/highres/0/c5152680_1.jpg"
"C5152714","Spacious, Bright 2 Bed, 2 Bath Condo Features Large Balcony With Unobstructed View. Freshly Painted Throughout, Upgraded Kitchen With Brand New Ss Appliances & Lots Of Storage. Situated In The High Demand Don Mills & Sheppard Area. Walking Distance To The Subway & Fairview Mall; Shopping, Great Schools & Restaurants. Easy Access To Hwys 401, 404, Dvp, Hospital & Seneca Collage. Amenities Include, Outdoor Pool, Gym, Sauna, Tennis Court & Ample Visitor Parking.**** EXTRAS **** Brand New Ss Fridge & Stove. All Utilities Included In Maintenance Fee: Heat, Water, Hydro & Cable. One Underground Parking. (28085753)","2","2",,"Apartment","Sauna, Exercise Centre","#1012 -10 PARKWAY FOREST DR|Toronto, Ontario M2J1L3","-79.3458505","43.7695412","M2J1L3","Henry Farm","$489,900 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,"Hospital, Public Transit, Schools","$1,409.30",,"https://cdn.realtor.ca/listing/TS637514792001700000/reb82/highres/4/c5152714_1.jpg"
"C5152170","Prime North York Location! Underground Access To Yonge/Sheppard Subway Station. Large Covered Terrace(6'X11') Balcony. Luxury Bright & Spacious 2 Bdrm Corner Unit Features Flr, Flr To Ceiling Windows, Open Concept Living Area. Lots Upgrades Including Hardwd & Marble Flrs, Wshrm, Ktch Quartz Countertop(2021), Backsplash, Sink(2021), Faucet(2021), Thermostat(2021), 1 Locker On 2nd Flr. First Class Amenities. Drive Minutes To Hwy401 & Hospital**** EXTRAS **** Ss Appliances: Fridge, Stove, B/I Microwave, B/I Dishwasher. Washer/ Dryer, All Elf & Window Covers. Walk Minutes To All Amenities. Status Available For Review. Measmts To Be Verfd By Buyer/Buyer Agent. (28083638)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre","#510 -4968 YONGE ST|Toronto, Ontario M2N5N7","-79.4125167","43.7654169","M2N5N7","Lansing-Westgate","$598,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Schools","$2,182.93",,"https://cdn.realtor.ca/listing/TS637514300075830000/reb82/highres/0/c5152170_1.jpg"
"W5151862","Walking Distance To Subway Station, York University, Convenient Location Near To Grocery Stores, In Suite Laundry, Sunken Living Room, Recreation Centre With Full Facilities, Pool, Squash Courts, Gym**** EXTRAS **** Fridge And Stove, Washer And Dryer, Locker Room B-308. (28081758)","1","2",,"Apartment","Storage - Locker, Exercise Centre","#308 -455 SENTINEL ROAD RD|Toronto, Ontario M3J1V5","-79.5000028","43.7627233","M3J1V5","York University Heights","$469,000 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Natural gas)",,"Park, Public Transit, Schools","$1,169.92",,"https://cdn.realtor.ca/listing/TS637514143499600000/reb82/highres/2/w5151862_1.jpg"
"C5151582","High In Demand! 3 Bedrooms And 2 Fully Renovated Bathrooms With New Fixtures. Beautifully Upgraded Kitchen With High End Finishes, New Stainless And Smudge Free Appliances, Upgraded Lighting And Quartz Counter & Backsplash And Brakfast Island. New Ceramic Tiles And Flooring In Living Room, Kitchen, Bathrooms And Hallways. Hardwood In Bedrooms. Great Amenities Incl. Exercise Room & Indoor Pool. Close To Dvp, New Eglinton Subway, Ont. Science Centre.**** EXTRAS **** All Elfs, Washer, Dryer, S/S Fridge, S/S Dishwasher, Wine Cooler, Freezer, Microwave, Induction Double Oven Range , Rangehood, Window Coverings, 2 Window Unit Acs. Renovated Floors Kitchen & Hallways, Hardwood Thru-Out, Renovated Bathrooms. (28080933)","2","3",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre","#409 -10 SUNNY GLEN WAY N|Toronto, Ontario M3C2Z3","-79.3309654","43.7103317","M3C2Z3","Flemingdon Park","$489,000 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,"Public Transit, Schools","$1,013.50",,"https://cdn.realtor.ca/listing/TS637514347622100000/reb82/highres/2/c5151582_1.jpg"
